"occurrence_no"	"record_type"	"reid_no"	"flags"	"collection_no"	"identified_name"	"identified_rank"	"identified_no"	"difference"	"accepted_name"	"accepted_attr"	"accepted_rank"	"accepted_no"	"early_interval"	"late_interval"	"max_ma"	"min_ma"	"ref_author"	"ref_pubyr"	"reference_no"	"phylum"	"class"	"order"	"family"	"genus"	"plant_organ"	"plant_organ2"	"abund_value"	"abund_unit"	"lng"	"lat"	"occurrence_comments"	"collection_name"	"collection_subset"	"collection_aka"	"cc"	"state"	"county"	"latlng_basis"	"latlng_precision"	"geogscale"	"geogcomments"	"paleomodel"	"paleolng"	"paleolat"	"geoplate"	"cc.1"	"protected"	"formation"	"stratgroup"	"member"	"stratscale"	"zone"	"localsection"	"localbed"	"localorder"	"regionalsection"	"regionalbed"	"regionalorder"	"stratcomments"	"lithdescript"	"lithology1"	"lithadj1"	"lithification1"	"minor_lithology1"	"fossilsfrom1"	"lithology2"	"lithadj2"	"lithification2"	"minor_lithology2"	"fossilsfrom2"	"environment"	"tectonic_setting"	"geology_comments"	"assembl_comps"	"articulated_parts"	"associated_parts"	"common_body_parts"	"rare_body_parts"	"feed_pred_traces"	"artifacts"	"component_comments"	"pres_mode"	"preservation_quality"	"spatial_resolution"	"temporal_resolution"	"lagerstatten"	"concentration"	"orientation"	"abund_in_sediment"	"sorting"	"fragmentation"	"bioerosion"	"encrustation"	"preservation_comments"	"collection_type"	"collection_methods"	"museum"	"collection_coverage"	"collection_size"	"rock_censused"	"collectors"	"collection_dates"	"collection_comments"	"taxonomy_comments"	"taxon_environment"	"environment_basis"	"motility"	"life_habit"	"vision"	"diet"	"reproduction"	"ontogeny"	"ecospace_comments"	"composition"	"architecture"	"thickness"	"reinforcement"
1273653	"occ"	NA	NA	109057	"cf. Platypterygius hercynicus"	"species"	170925	""	"Platypterygius hercynicus"	NA	"species"	170925	"Late Albian"	""	105.3	99.6	"Fischer"	2013	55270	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Platypterygius"	NA	NA	1	"specimens"	0.153056	49.578609	"MHNH 2010.4.19_20,28 (quadratojugal, tooth, jugal)"	"Saint-Jouin ichthyosaur"	NA	"SaintJouinBruneval; Platypterygius hercynicus referred specimen"	"FR"	"Basse-Normandie"	"Saint-Jouin"	"stated in text"	"seconds"	"small collection"	"SaintJouinBruneval, SeineMaritime Department, northwest France"	"gp_mid"	18.48	46.55	"305"	"FR"	""	""	""	""	"bed"	"Mortoniceras inflatum"	""	""	""	NA	NA	NA	"early Callihoplites auritus Subzone; Mortoniceras inflatum Zone"	"glauconitic sandstone"	"sandstone"	"glauconitic"	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	"some"	""	"partial skulls"	NA	NA	""	"body"	"good"	"parautochthonous"	""	""	""	""	"rare"	NA	"frequent"	""	""	""	"general faunal/floral"	""	"MNHN"	""	"1 specimens"	NA	"M. Debris"	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1289756	"occ"	NA	NA	49496	"Ichthyosaurus campylodon"	"species"	171431	"recombined as"	"Pervushovisaurus campylodon"	NA	"species"	171431	"Early Cenomanian"	""	99.6	93.5	"Etheridge"	1867	55950	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Pervushovisaurus"	NA	NA	NA	""	1.1833	51.083302	""	"Copt Point, Folkestone"	NA	""	"UK"	"England"	"Dover"	"based on nearby landmark"	"4"	"outcrop"	"immediately E of Copt Point, Folkestone"	"gp_mid"	17.3	46.98	"315"	"UK"	""	"Lower Chalk"	""	""	"bed"	"Mantelliceras mantelli"	""	""	""	NA	NA	NA	"\"lower part of the Chalk Marl\", ca. 8 ft. above the Greensand. \"the lower part of the Grey Chalk series. (the Chalk Marl with Brachiolithes)\""	"\"hard, dense, pale-grey Chalk Marl\""	"marl"	"gray"	"lithified"	""	"Y"	""	""	""	""	""	"terrestrial indet."	""	""	"macrofossils,mesofossils"	"none"	"some"	""	""	NA	NA	""	"body"	""	""	"snapshot"	""	"dispersed"	""	""	NA	"occasional"	""	""	""	"taxonomic"	"surface (in situ),field collection"	""	""	""	NA	"Griffiths"	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1306282	"occ"	NA	NA	174893	"Hudsonelpidia brevirostris"	"species"	170866	""	"Hudsonelpidia brevirostris"	NA	"species"	170866	"Late Triassic"	""	237	201.3	"McGowan"	1995	57154	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Hudsonelpidia"	NA	NA	NA	""	-123.133331	56	""	"Hudsonelpidia"	NA	""	"CA"	"British Columbia"	""	"stated in text"	"degrees"	""	""	"gp_mid"	-40.84	33.35	"101"	"CA"	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1309501	"occ"	NA	NA	175725	"n. gen. Muiscasaurus n. sp. catheti"	"species"	334074	""	"Muiscasaurus catheti"	NA	"species"	334074	"Early Barremian"	"Late Aptian"	130	112.03	"Maxwell et al."	2015	57534	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Muiscasaurus"	NA	NA	1	"specimens"	-73.529724	5.571389	"Holotype specimen CIP-FCG-CBP-74. The skull is preserved in a calcareous concretion and is slightly laterally compressed. The anterior rostrum is bent to the right, suggesting a head-first arrival of the carcass on the sea floor. Some postcranial material (partial vertebral column and some ribs) is preserved in association with CIPFCG- CBP-74; the most anterior block of cervical vertebrae has been prepared. The preserved length of the lower jaw is 45 cm."	"Vereda Llanitos"	NA	""	"CO"	"Boyaca"	""	""	"seconds"	""	""	"gp_mid"	-31.58	7.18	"203"	"CO"	""	"Paja"	""	"Arcillolitas abigarradas"	"group of beds"	""	""	""	""	NA	NA	NA	"Two members of the Paja Formation are recognized, the Arcillolitas abigarradas (Barremian–Aptian; 480 m thick) and Arcillolitas con nodulos huecos (Aptian; 80 m thick; Fig. 1; Etayo-Serna 1968; Guerrero 2002a, b). Macrofossils are for the most part preserved in calcareous concretions; the part of this formation richest in fossil vertebrates appears to be the Barremian–Aptian aged Arcillolitas abigarradas Member (Etayo-Serna 1968). The Arcillolitas abigarradas forms extensive natural outcrops in the area around Villa de Leyva (Fig. 1). Ammonites are exceptionally abundant and three-dimensionally preserved in this region. Thus, relative age is constrained primarily by ammonite biostratigraphy, relying heavily on the zonation scheme proposed by Etayo-Serna (1968) and refined by subsequent authors (Patarroyo 2000; Hoedemaeker 2004). Correlation between Colombian (Caribbean Subprovince, Tethyan Realm) and European (Mediterranean Subprovince, Tethyan Realm) ammonite zones has been attempted based on genera and even species shared between the two regions (Patarroyo 2000; Hoedemaeker 2004; Kakabadze et al. 2004). These include species of Nicklesia, Pulchellia, Heinzia, Pseudohaploceras, Colchidites, Cheloniceras, Acanthohopclites, Colombiceras and Dufrenoyia, among others (Etayo-Serna 1968; Patarroyo 2000; Hoedemaeker 2004; Kakabadze et al. 2004)."	""	"\"shale\""	"nodular"	"lithified"	""	""	"\"limestone\""	""	"lithified"	""	""	"marine indet."	"back-arc basin"	"The Paja Formation consists of intercalated black shales and limestones of Early Cretaceous age (Hauterivian– Aptian) deposited in a quiet back-arc basin (Hoedemaeker 2004; Campos-Alvarez and Roser 2007). Environmental interpretations range from intertidal (Forero-Onofre and Sarmiento-Rojas 1985; Hoedemaeker 2004), to shallow marine inner to middle shelf (Guerrero 2002a; Caceres et al. 2003; Campos-Alvarez and Roser 2007). The latter interpretation is more consistent with the abundant wellpreserved vertebrate fossils and black shale deposition."	"macrofossils"	"some"	""	"skeletons,skulls,vertebrae"	""	NA	NA	""	"body"	""	""	"snapshot"	""	""	""	""	NA	""	""	""	""	"general faunal/floral"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1310774	"occ"	NA	NA	175939	"Mikadocephalus gracilirostris"	"species"	170847	""	"Mikadocephalus gracilirostris"	NA	"species"	170847	"Ladinian"	""	242	237	"Maisch and Matzke"	2000	34247	"Chordata"	"Reptilia"	"Ichthyosauria"	"Guanlingsauridae"	"Mikadocephalus"	NA	NA	NA	""	14.856667	77.65139	""	"Mikadocephalus Middlehook"	NA	""	"SJ"	""	""	"estimated from map"	"seconds"	"outcrop"	""	"gp_mid"	17.29	56.34	"309"	"SJ"	""	"Tschermakjfellet"	""	""	"group of beds"	""	""	""	""	NA	NA	NA	""	""	"\"shale\""	""	"lithified"	""	""	""	""	""	""	""	"deltaic indet."	""	"From I.B. Hynne 2010.Depositional environment on eastern Svalbard and central Spitsbergen during Carnian time (Late Triassic):A sedimentological investigation of the De Geerdalen Formation. Master thesis in Arctic Geology, University of Central Svalbard."	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1310837	"occ"	NA	NA	175949	"Mixosaurus cornalianus"	"species"	170851	""	"Mixosaurus cornalianus"	NA	"species"	172830	"Illyrian"	""	247.2	242	"Maisch and Matzke"	1997	57687	"Chordata"	"Reptilia"	"Ichthyosauria"	"Mixosauridae"	"Mixosaurus"	NA	NA	NA	""	8.942	45.909	"Several hundreds of this species are known from Monte San Giorgio and Besano"	"Bender collection GPIT, Monte San Giorgio indet."	NA	""	"CH"	""	""	"estimated from map"	"3"	"outcrop"	""	"gp_mid"	34.28	16.7	"307"	"CH"	""	"Besano"	""	"Grenzbitumenzone"	"bed"	""	""	""	""	NA	NA	NA	""	""	"dolomite"	""	"lithified"	""	""	"\"shale\""	"black"	"lithified"	""	""	"lagoonal/restricted shallow subtidal"	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,adpression"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	"selective quarrying,survey of museum collection"	"BMNH"	""	""	NA	"Carl Bender"	"?-1930"	"Collection purchased by Institut und Museum für Geologie und Paläontologie, Tübingen (GPIT) from fossil trader H. Bender from Waiblingen between 1930 and 1931"	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1313353	"occ"	NA	NA	176255	"Temnodontosaurus platyodon"	"species"	170869	""	"Temnodontosaurus platyodon"	NA	"species"	170869	"Early Sinemurian"	""	196.5	189.6	"Godefroit"	1993	57919	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Temnodontosaurus"	NA	NA	1	"individuals"	5.796111	49.68528	""	"Stockem Temnodontosaurus"	NA	""	"BE"	""	""	"estimated from map"	"seconds"	"hand sample"	""	"gp_mid"	17.84	39.35	"315"	"BE"	""	""	""	""	"group of beds"	"obtusum"	""	""	""	NA	NA	NA	"Les fossiles récoltés dans les marnes sableuses permettent de les rattacher aux Marnes de La Posterie (JEROME, 1910; MONTEE, 1958). Celles-ci correspondent aux Zones à obtusum et à oxynotum (MERGEN, 1985). [=Posterie Member of the Arlon Formation]"	"le grand ichthyosaure de Stockem gisait à la base d'une couche d'argile sableuse renfermant des bancs durcis de grès fossilifère et oolithique. Ces marnes sableuses reposent sur une assise sableuse et sont coiffées par une fine couche d'argile plastique (LECHIEN, 1894)."	"marl"	""	""	"sandy"	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	"many"	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"general faunal/floral"	""	""	"some macrofossils"	""	NA	""	"1893"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1313354	"occ"	NA	NA	176256	"Ichthyosaurus platyodon"	"species"	171540	"recombined as"	"Proteosaurus platyodon"	NA	"species"	171540	"Late Sinemurian"	""	196.5	189.6	"Dollo"	1909	29875	"Chordata"	"Reptilia"	"Ichthyosauria"	"Proteosauridae"	"Proteosaurus"	NA	NA	1	"individuals"	5.809444	49.68	""	"Stockem, Arlon"	NA	""	"BE"	"Luxembourg"	""	""	"seconds"	""	"Station d'Arlon au pied de la tranchée de chemin de fer. Suburbus of Arlon, near Stockem"	"gp_mid"	17.85	39.35	"315"	"BE"	""	"Luxembourg"	""	"Virton"	"bed"	""	""	""	""	NA	NA	NA	"l'ichthyosaure d'Arlon Station a été découvert \"dans un banc durci de grès calcareux, . . . dans le faciès argilo-sableux du Grès de Virton\" [=Virton Member of the Luxembourg Formation]"	"l'ichthyosaure d'Arlon Station a été découvert \"dans un banc durci de grès calcareux, . . . dans le faciès argilo-sableux du Grès de Virton\" "	"sandstone"	""	""	"calcareous"	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"general faunal/floral"	"survey of museum collection"	""	""	""	NA	""	"1894"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1314751	"occ"	NA	NA	114683	"Leptonectes n. sp. solei"	"species"	172971	""	"Leptonectes solei"	NA	"species"	172970	"Obtusum"	""	196.5	189.6	"McGowan"	1993	58055	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Leptonectes"	NA	NA	1	"individuals"	-2.891	50.731998	"BRSMG Ce 9856, from Bed 85, at the base of the Asteroceras stellare Subzone of the Asteroceras obtusum Zone."	"0.6 km east Charmouth"	NA	""	"UK"	"England"	"Dorset"	"based on nearby landmark"	"3"	"outcrop"	"from beach at Charmouth"	"gp_mid"	10.83	37.92	"315"	"UK"	""	"Charmouth Mudstone"	"Lias"	"Black Ven Marl"	"bed"	""	""	""	""	NA	NA	NA	""	""	"\"siliciclastic\""	"concretionary"	""	""	"Y"	""	""	""	""	""	"marine indet."	"passive margin"	""	"macrofossils"	""	""	""	""	NA	NA	""	"mold/impression,adpression,concretion"	""	""	""	""	"dispersed"	""	""	NA	"occasional"	""	""	""	"taxonomic"	"surface (float),survey of museum collection"	""	""	""	NA	""	""	""	"Specimen in City of Bristol Museum and Art Gallery"	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1314752	"occ"	NA	NA	176439	"Leptonectes solei"	"species"	172971	""	"Leptonectes solei"	NA	"species"	172970	"Early Sinemurian"	""	196.5	189.6	"McGowan"	1993	58055	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Leptonectes"	NA	NA	1	"individuals"	-2.928	50.729	"Referred specimen MHN 96270"	"Church Cliff, Lyme Regis (Leptonectes solei)"	NA	""	"UK"	"England"	"Dorset"	"based on nearby landmark"	"3"	"small collection"	"Church Cliff, Lyme Regis"	"gp_mid"	10.81	37.9	"315"	"UK"	""	"Blue Lias"	"Lias"	""	"bed"	"semicostatum"	""	""	""	NA	NA	NA	"collected in 1984 from Church Cliff, Lyme Regis, Dorset, from the zone of Amioceras semicostatum (lower Sinemurian)."	""	"not reported"	""	"lithified"	""	""	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,adpression"	"medium"	"parautochthonous"	"snapshot"	""	"dispersed"	""	""	NA	"occasional"	""	""	""	"taxonomic"	"surface (float),survey of museum collection"	""	""	""	NA	""	"1984"	"Collected from a fallen block beneath Church Cliff."	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1314754	"occ"	NA	NA	176440	"Ichthyosaurus n. sp. anningae"	"species"	376491	""	"Ichthyosaurus anningae"	NA	"species"	376491	"Early Pliensbachian"	""	189.6	183	"Lomax and Massare"	2015	58056	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	3	"individuals"	-2.912778	50.733612	"Holotype: DONMG:1983.98, an incomplete skeleton comprising the skull, pectoral girdle, two humeri, anterior trunk, and scattered portions of the posterior skeleton, including two femora and an ilium. It is larger than any of the referred specimens and has more precisely known stratigraphic information. Referred specimens (NHMUK OR 35566, NHMUK OR 120) from Lyme Regis but precise locality unknown"	"Charmouth area, Ichthyosaurus anningae type locality"	NA	""	"UK"	"England"	"Dorset"	"estimated from map"	"seconds"	"small collection"	"Stonebarrow\r\nThe exact locality of DONMG:1983.98 is uncertain. Bed 110 crops out at three locations in the Charmouth area: Black Ven, Westhay Cliff, and on the foreshore west of Seatown. Approximate locality is given here."	"gp_mid"	14.29	38.98	"315"	"UK"	""	"Charmouth Mudstone"	"Lias"	"Stonebarrow Marls"	"bed"	"polymorphus"	""	""	""	NA	NA	NA	"From bed 110, polymorphus subzone of the jamesoni Zone, Stonebarrow Marl Member of the Charmouth Mudstone Formation"	""	"marl"	""	""	""	"Y"	"mudstone"	""	""	""	"Y"	"carbonate indet."	""	""	"macrofossils"	"some"	"some"	""	""	NA	NA	""	"body"	"good"	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1314782	"occ"	NA	NA	176443	"Ichthyosaurus communis"	"species"	95786	""	"Ichthyosaurus communis"	NA	"species"	95786	"Late Sinemurian"	""	196.5	189.6	"Godefroit"	1995	58060	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	1	"individuals"	5.805	49.717999	"IRSNB R145, an incomplete skull"	"Bois de Beinert, Bonnert"	NA	""	"BE"	""	""	"estimated from map"	"3"	"outcrop"	"Possibly at quarry that existed at the time at km 4 on the left side of the road from Arlon to Bastogne, at the boundary between Bonnert and Tontelange."	"gp_mid"	17.82	39.38	"315"	"BE"	""	"Luxembourg"	""	""	"group of beds"	"oxynotum"	""	""	""	NA	NA	NA	"Grès de Bonnert, Luxembourg Formation, Oxynoticeras oxynotum Zone"	""	"sandstone"	""	"poorly lithified"	""	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	"Repository: Institut Royal des Sciences Naturelles de Belgique"	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1314803	"occ"	NA	NA	176445	"Leptonectes tenuirostris"	"species"	170705	""	"Leptonectes tenuirostris"	NA	"species"	171204	"Pliensbachian"	""	190.8	182.7	"Godefroit"	1992	58061	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Leptonectes"	NA	NA	1	"specimens"	5.806111	49.614445	"IRSNB R121, a partial left forefin"	"Differt"	NA	""	"BE"	""	""	"based on political unit"	"seconds"	"local area"	""	"gp_mid"	20.86	40.04	"315"	"BE"	""	"Ethe"	""	""	""	"davoei"	""	""	""	NA	NA	NA	"The Ethe Formation is l imited to Pliensbachian, and generally corresponds to the Prodactylioceras davoei Zone (Boulvain et al 2000, Geologica Belgica)"	"Schistes d'Ethe"	"marl"	"nodular"	""	""	""	"claystone"	""	""	"silty"	""	"marine indet."	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1314865	"occ"	NA	NA	176450	"Temnodontosaurus n. sp. nuertingensis"	"species"	172969	""	"Temnodontosaurus nuertingensis"	NA	"species"	172968	"Early Pliensbachian"	""	189.6	183	"Maisch and Hungerbühler"	1997	58066	"Chordata"	"Reptilia"	"Ichthyosauria"	"NO_FAMILY_SPECIFIED"	"Temnodontosaurus"	NA	NA	1	"individuals"	9.336944	48.200558	"SMNS 13488"	"Nuertingen"	NA	""	"DE"	""	""	"based on political unit"	"seconds"	"local area"	""	"gp_mid"	25.04	39.5	"305"	"DE"	""	""	""	""	""	""	""	""	""	NA	NA	NA	"jamesoni or ibex Zones"	""	"not reported"	""	""	""	""	""	""	""	""	""	"marine indet."	""	"Schwabische Lias gamma"	"macrofossils"	""	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	""	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1317356	"occ"	NA	NA	32314	"cf. Sisteronia seeleyi"	"species"	287945	""	"Sisteronia seeleyi"	NA	"species"	287945	"Late Albian"	"Cenomanian"	105.3	93.9	"Fischer et al."	2016	58388	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ophthalmosauridae"	"Sisteronia"	NA	NA	5	"elements"	37.75222	51.288612	"Teeth"	"Stoilo Quarry, Staryi Oskol"	NA	"Stoilen"	"RU"	"Belgorod"	""	"based on nearby landmark"	"seconds"	"outcrop"	"loose deposits of the Stoilo quarry, near Staryi Oskol, northeast of the Belgorod region, Russia. Coordinates are for Stoilo (Stoylo)."	"gp_mid"	52.3	47.1	"302"	"RU"	""	""	""	""	"group of beds"	""	""	""	""	NA	NA	NA	"found in loose quarry deposits"	"\"Glauconitic-quartz sands, including beds and lenses of phosphorite nodules\""	"sandstone"	"glauconitic,phosphatic"	""	""	"Y"	""	""	""	""	""	"marine indet."	""	"Marine vertebrates inhabitited this bay of the Tethys Ocean, which formed a deep inlet from the Southeast and possessed high bioproductivity due to wind upwelling. Dinosaurs inhabited the coastal sandy and forest areas with some areas forming mangrove environments. This area, Fenno-Sarmatia, eventually separated from Asia by a longitudinal strait. The hadrosaurs possibly migrated to western Europe from this landmass."	"mesofossils"	""	""	""	""	NA	NA	""	"body"	"medium"	"allochthonous"	""	""	"dispersed"	""	""	NA	"occasional"	""	""	""	"general faunal/floral"	"salvage,surface (float),field collection"	""	""	""	NA	""	"1994-1998"	""	"Pterosaur remains are listed as from Lebedi and Stoilo quarries, but it is not clear which specimens came from which quarry."	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
1329759	"occ"	NA	NA	155584	"n. gen. Cartorhynchus n. sp. lenticarpus"	"species"	341196	""	"Cartorhynchus lenticarpus"	NA	"species"	341196	"Spathian"	""	251.3	247.2	"Motani et al."	2015	59220	"Chordata"	"Reptilia"	"NO_ORDER_SPECIFIED"	"NO_FAMILY_SPECIFIED"	"Cartorhynchus"	NA	NA	1	"individuals"	117.819702	31.6206	"Anhui Geological Museum AGB6257; \"second level\""	"South Majiashan quarry (Nanlinghu Fm)"	NA	""	"CN"	"Anhui"	""	"estimated from map"	"4"	"outcrop"	"Southeastern wall of the quarry, at the south end (location and coordinates based on photograph in paper)."	"gp_mid"	116.01	5.8	"604"	"CN"	""	"Nanlinghu"	""	""	"group of beds"	"Subcolumbites"	""	""	""	NA	NA	NA	"Upper member, Middle Spathian Subcolumbites zone according to Motani et al. (2014)"	"Light gray calcareous marls"	"marl"	"gray"	"lithified"	"calcareous"	""	""	""	""	""	""	"basinal (siliciclastic)"	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,adpression"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	"2010-2012"	"Repository: Geological Museum Peking University (GMPKU) and Anhui Geological Museum, Hefei (AGM)"	"Chaohusaurus and Chaohuperleidus collected together according to Sun et al. (2013)"	"terrestrial"	NA	"actively mobile"	""	NA	""	""	NA	NA	"phosphatic"	NA	NA	NA
1329760	"occ"	NA	NA	155584	"n. gen. Sclerocormus n. sp. parviceps"	"species"	341198	""	"Sclerocormus parviceps"	NA	"species"	341198	"Spathian"	""	251.3	247.2	"Jiang et al."	2016	59219	"Chordata"	"Reptilia"	"NO_ORDER_SPECIFIED"	"NO_FAMILY_SPECIFIED"	"Sclerocormus"	NA	NA	1	"individuals"	117.819702	31.6206	"Anhui Geological Museum AGB6265; \"first level\""	"South Majiashan quarry (Nanlinghu Fm)"	NA	""	"CN"	"Anhui"	""	"estimated from map"	"4"	"outcrop"	"Southeastern wall of the quarry, at the south end (location and coordinates based on photograph in paper)."	"gp_mid"	116.01	5.8	"604"	"CN"	""	"Nanlinghu"	""	""	"group of beds"	"Subcolumbites"	""	""	""	NA	NA	NA	"Upper member, Middle Spathian Subcolumbites zone according to Motani et al. (2014)"	"Light gray calcareous marls"	"marl"	"gray"	"lithified"	"calcareous"	""	""	""	""	""	""	"basinal (siliciclastic)"	""	""	"macrofossils"	""	""	""	""	NA	NA	""	"body,adpression"	""	""	""	""	""	""	""	NA	""	""	""	""	"taxonomic"	""	""	""	""	NA	""	"2010-2012"	"Repository: Geological Museum Peking University (GMPKU) and Anhui Geological Museum, Hefei (AGM)"	"Chaohusaurus and Chaohuperleidus collected together according to Sun et al. (2013)"	"terrestrial"	NA	"actively mobile"	""	NA	""	""	NA	NA	"phosphatic"	NA	NA	NA
1377841	"occ"	NA	NA	188429	"Ichthyosaurus communis"	"species"	95786	""	"Ichthyosaurus communis"	NA	"species"	95786	"Late Sinemurian"	""	196.5	189.6	"Dollo"	1909	29875	"Chordata"	"Reptilia"	"Ichthyosauria"	"Ichthyosauridae"	"Ichthyosaurus"	NA	NA	1	"individuals"	5.809444	49.68	""	"Arlon suburbs"	NA	""	"BE"	"Luxembourg"	""	""	"seconds"	""	"Station d'Arlon au pied de la tranchée de chemin de fer. Suburbus of Arlon"	"gp_mid"	17.85	39.35	"315"	"BE"	""	"Luxembourg"	""	"Virton"	"bed"	""	""	""	""	NA	NA	NA	"l'ichthyosaure d'Arlon Station a été découvert \"dans un banc durci de grès calcareux, . . . dans le faciès argilo-sableux du Grès de Virton\" [=Virton Member of the Luxembourg Formation]"	"l'ichthyosaure d'Arlon Station a été découvert \"dans un banc durci de grès calcareux, . . . dans le faciès argilo-sableux du Grès de Virton\" "	"sandstone"	""	""	"calcareous"	"Y"	""	""	""	""	""	"marine indet."	""	""	"macrofossils"	"some"	""	""	""	NA	NA	""	"body"	""	""	""	""	""	""	""	NA	""	""	""	""	"general faunal/floral"	"survey of museum collection"	""	""	""	NA	""	"1894"	""	""	"marine"	NA	"actively mobile"	""	NA	"carnivore"	"viviparous"	NA	NA	"hydroxyapatite"	NA	NA	NA
